product_id,product_name,product_category,price,discount_level,delivery_time,shelf_life_days,stock_quantity,customer_rating
51,Milk,Beverages,402.4,Medium,22,304,69,4.1
52,Apple,Personal Care,459.95,None,127,354,56,3.4
53,Chips,Dairy,305.47,Medium,95,137,152,3.8
54,Banana,Beverages,403.5,High,32,113,65,3.5
55,Tomato,Vegetables,397.93,Medium,116,76,143,1.7
56,Chips,Bakery,104.65,High,172,212,57,3.2
57,Banana,Dairy,337.28,None,21,69,116,2.1
58,Bread,Bakery,55.8,Low,146,245,168,3.3
59,Bread,Vegetables,258.85,Medium,87,83,50,1.5
60,Butter,Vegetables,89.5,Low,76,92,20,1.9
61,Chips,Bakery,214.01,High,117,182,78,4.2
62,Bread,Dairy,418.16,None,53,266,55,2.6
63,Banana,Bakery,493.71,None,158,70,97,3.7
64,Butter,Bakery,165.8,None,16,329,46,3.0
65,Banana,Fruits,270.66,High,137,109,117,2.4
66,Butter,Dairy,260.54,High,106,102,170,3.0
67,Chips,Fruits,477.66,Low,20,100,83,4.3
68,Tomato,Beverages,244.51,Low,169,50,107,2.1
69,Shampoo,Personal Care,352.56,Medium,115,35,30,2.7
70,Juice,Bakery,461.68,Medium,92,208,14,1.8
71,Tomato,Beverages,192.96,None,45,152,175,2.4
72,Soda,Dairy,452.04,Medium,127,136,61,4.5
73,Banana,Bakery,459.55,Low,174,190,69,4.1
74,Soda,Personal Care,466.02,Low,50,193,130,2.5
75,Tomato,Beverages,142.52,None,101,131,165,1.5
76,Butter,Snacks,206.17,Medium,58,301,86,2.7
77,Juice,Vegetables,436.49,Medium,152,313,57,4.1
78,Juice,Bakery,185.99,Medium,150,91,194,1.2
79,Apple,Personal Care,304.12,Medium,62,125,44,4.0
80,Juice,Vegetables,67.85,Low,116,336,171,3.7
81,Shampoo,Fruits,37.57,Medium,42,308,7,1.3
82,Juice,Beverages,211.88,Low,128,139,126,3.5
83,Tomato,Fruits,293.67,Medium,41,332,65,2.2
84,Apple,Personal Care,202.42,Low,127,203,70,1.7
85,Tomato,Bakery,293.09,Medium,71,175,188,2.5
86,Tomato,Vegetables,262.39,Medium,91,264,16,1.8
87,Milk,Vegetables,346.0,Medium,139,128,70,4.3
88,Apple,Beverages,328.27,Medium,86,246,96,4.0
89,Tomato,Bakery,217.88,Low,25,75,35,4.9
90,Milk,Snacks,218.25,Medium,132,63,67,3.1
91,Milk,Snacks,78.98,Low,17,113,107,1.4
92,Apple,Beverages,261.49,High,156,45,20,2.5
93,Soda,Bakery,297.72,Medium,169,290,45,4.4
94,Butter,Beverages,243.48,None,76,150,173,2.6
95,Shampoo,Bakery,169.6,Medium,124,290,91,2.8
96,Butter,Personal Care,363.61,Low,122,56,106,2.6
97,Juice,Personal Care,46.58,High,41,180,123,1.9
98,Shampoo,Fruits,458.08,Medium,114,283,15,1.3
99,Juice,Beverages,20.12,None,34,169,149,1.7
100,Tomato,Bakery,481.55,Low,62,331,133,2.5
101,Banana,Snacks,236.55,Low,90,256,183,2.0
102,Apple,Bakery,212.21,Medium,34,107,44,3.3
103,Shampoo,Personal Care,135.66,Medium,42,57,185,3.5
104,Shampoo,Bakery,14.93,Low,40,259,155,3.3
105,Tomato,Beverages,144.65,Medium,45,177,144,1.3
106,Soda,Fruits,63.61,Low,96,255,163,3.7
107,Milk,Fruits,333.31,None,132,181,11,2.5
108,Tomato,Fruits,166.35,None,53,53,49,4.5
109,Bread,Fruits,385.92,Low,57,115,58,3.1
110,Milk,Personal Care,111.39,None,167,214,103,1.3
111,Apple,Dairy,451.12,None,22,252,11,1.0
112,Milk,Beverages,266.26,None,153,179,189,3.8
113,Soda,Vegetables,66.11,High,100,111,39,2.6
114,Milk,Beverages,206.41,None,163,157,92,2.2
115,Apple,Dairy,111.31,None,174,351,129,2.8
116,Soda,Fruits,107.85,None,140,159,92,1.3
117,Butter,Dairy,258.12,Low,163,144,107,2.6
118,Shampoo,Snacks,339.23,Low,152,155,152,2.3
119,Shampoo,Snacks,456.69,None,75,277,84,4.2
120,Juice,Personal Care,256.06,Medium,37,48,73,1.7
121,Butter,Beverages,483.26,Medium,134,75,126,4.0
122,Butter,Beverages,471.4,Low,175,129,30,3.0
123,Milk,Vegetables,433.88,Low,89,156,174,1.3
124,Shampoo,Personal Care,254.99,Low,141,353,187,4.9
125,Apple,Vegetables,79.04,None,81,320,104,3.9
126,Chips,Snacks,116.77,Medium,53,313,97,2.0
127,Chips,Fruits,327.36,Medium,128,224,102,3.3
128,Soda,Dairy,216.66,Medium,55,219,40,4.6
129,Shampoo,Vegetables,81.93,Low,93,334,177,4.7
130,Shampoo,Bakery,244.71,High,35,148,150,3.9
131,Chips,Vegetables,18.54,Low,105,111,11,3.9
132,Shampoo,Fruits,369.61,None,22,358,70,2.1
133,Milk,Fruits,46.05,Low,134,285,95,5.0
134,Bread,Beverages,318.27,Medium,78,326,21,2.0
135,Banana,Dairy,398.58,Medium,60,310,55,1.4
136,Butter,Fruits,75.0,Low,22,329,15,4.9
137,Juice,Personal Care,264.13,None,178,338,185,1.6
138,Soda,Vegetables,391.74,Medium,148,68,199,3.1
139,Bread,Vegetables,137.71,High,174,288,178,2.9
140,Chips,Snacks,89.83,None,69,269,133,4.4
141,Butter,Fruits,175.04,Medium,41,10,1,2.6
142,Shampoo,Bakery,281.8,Low,27,172,61,3.0
143,Juice,Beverages,291.89,Medium,102,359,122,1.2
144,Shampoo,Dairy,74.13,Low,157,177,41,1.8
145,Apple,Bakery,234.21,Low,53,342,116,4.3
146,Apple,Beverages,141.46,Medium,173,123,116,2.9
147,Juice,Vegetables,422.59,High,46,230,42,1.9
148,Juice,Bakery,163.65,Low,170,178,51,2.5
149,Chips,Beverages,420.97,Low,136,133,122,2.1
150,Juice,Vegetables,220.0,None,28,191,185,3.2
151,Milk,Vegetables,366.03,None,41,67,147,1.2
152,Shampoo,Vegetables,259.93,Medium,115,278,55,1.9
153,Bread,Vegetables,314.76,None,31,90,66,2.4
154,Tomato,Personal Care,203.72,Medium,131,214,58,4.7
155,Juice,Vegetables,386.42,Low,138,197,47,3.5
156,Soda,Snacks,218.34,High,63,242,34,3.0
157,Apple,Bakery,234.16,None,157,24,135,1.8
158,Milk,Beverages,263.66,None,67,186,75,3.2
159,Butter,Snacks,417.59,None,172,52,31,4.7
160,Tomato,Personal Care,333.1,Medium,79,232,44,3.3
161,Bread,Snacks,181.09,Low,72,58,84,1.7
162,Tomato,Fruits,338.46,None,12,106,122,5.0
163,Juice,Fruits,324.79,High,108,93,194,3.0
164,Chips,Fruits,466.2,High,54,148,101,2.3
165,Apple,Dairy,422.29,Medium,152,152,26,3.0
166,Apple,Fruits,327.25,None,26,234,118,2.1
167,Butter,Beverages,177.34,Low,152,307,2,1.1
168,Chips,Snacks,391.99,Medium,14,254,56,4.6
169,Shampoo,Beverages,291.85,Low,20,229,192,2.7
170,Banana,Bakery,492.78,None,101,165,147,4.0
171,Milk,Fruits,131.28,None,151,172,198,4.9
172,Apple,Personal Care,49.03,High,48,114,120,3.5
173,Soda,Dairy,44.25,None,51,265,168,3.8
174,Apple,Bakery,323.61,Medium,103,177,0,4.8
175,Tomato,Personal Care,470.24,Low,14,301,73,3.1
176,Apple,Dairy,10.95,Medium,61,247,108,2.3
177,Apple,Bakery,365.63,Medium,159,213,131,4.7
178,Banana,Snacks,331.96,Low,53,247,70,1.3
179,Banana,Beverages,368.83,Low,124,258,9,1.9
180,Bread,Vegetables,184.15,Medium,162,86,126,2.4
181,Shampoo,Beverages,412.04,Low,136,35,156,4.1
182,Soda,Fruits,31.91,Medium,125,8,14,4.6
183,Apple,Personal Care,380.16,Medium,158,198,18,2.8
184,Apple,Vegetables,140.87,Low,77,60,185,2.1
185,Milk,Dairy,243.65,Low,56,265,109,2.4
186,Banana,Snacks,413.09,None,136,85,180,3.6
187,Soda,Snacks,142.97,Medium,44,58,45,1.6
188,Butter,Dairy,100.75,None,16,100,17,3.2
189,Bread,Fruits,343.84,High,125,353,105,3.4
190,Shampoo,Dairy,271.36,High,61,340,2,3.8
191,Chips,Bakery,262.06,None,119,261,69,3.4
192,Shampoo,Personal Care,135.82,None,55,208,21,1.4
193,Tomato,Personal Care,27.09,Low,146,215,54,3.8
194,Apple,Fruits,211.03,High,32,333,117,1.1
195,Bread,Vegetables,62.21,Low,140,321,191,2.6
196,Tomato,Dairy,453.93,Low,136,130,40,2.7
197,Soda,Fruits,30.21,Medium,18,11,109,1.5
198,Chips,Personal Care,221.51,None,62,129,116,1.0
199,Banana,Vegetables,35.6,Low,57,275,135,1.3
200,Bread,Dairy,56.82,None,132,112,64,2.8
201,Bread,Snacks,332.84,Medium,91,264,130,2.0
202,Apple,Dairy,327.08,None,118,323,156,1.3
203,Juice,Beverages,26.2,Low,16,74,69,2.0
204,Bread,Dairy,10.55,High,108,42,17,3.1
205,Milk,Beverages,48.62,Low,40,179,185,4.0
206,Chips,Vegetables,383.87,Medium,111,192,116,2.6
207,Chips,Dairy,296.44,None,65,231,0,3.5
208,Milk,Vegetables,28.68,Low,108,262,21,3.4
209,Butter,Vegetables,249.17,None,14,201,94,4.6
210,Milk,Personal Care,358.89,Low,39,12,150,1.7
211,Milk,Fruits,435.79,None,31,55,135,2.9
212,Chips,Vegetables,467.68,None,154,226,156,3.5
213,Shampoo,Vegetables,170.45,None,147,23,171,3.1
214,Chips,Personal Care,76.56,Low,179,354,114,2.8
215,Juice,Personal Care,126.09,Low,36,251,61,4.9
216,Apple,Dairy,390.32,Low,136,35,18,4.8
217,Tomato,Personal Care,486.03,None,144,84,58,3.4
218,Shampoo,Dairy,238.53,Medium,32,362,123,2.8
219,Banana,Snacks,159.62,Low,84,26,79,4.0
220,Tomato,Personal Care,220.3,Low,126,293,146,3.1
221,Apple,Fruits,159.36,Medium,145,246,21,5.0
222,Juice,Vegetables,135.68,Low,17,218,82,3.7
223,Juice,Fruits,300.94,None,110,204,67,1.3
224,Banana,Beverages,17.71,Low,14,169,4,2.6
225,Shampoo,Personal Care,137.18,High,95,144,4,3.9
226,Butter,Vegetables,334.08,Low,139,324,152,4.4
227,Milk,Fruits,25.71,Medium,21,289,23,4.3
228,Shampoo,Personal Care,50.77,Medium,56,17,128,4.9
229,Butter,Personal Care,153.76,Low,35,30,113,3.0
230,Juice,Snacks,440.12,Medium,111,26,27,1.6
231,Chips,Snacks,384.79,Low,129,353,46,3.6
232,Apple,Vegetables,20.86,Low,79,80,84,1.3
233,Banana,Beverages,255.84,Low,11,96,187,4.9
234,Apple,Snacks,144.6,Medium,35,333,18,4.0
235,Soda,Snacks,327.84,Low,23,270,86,4.9
236,Soda,Beverages,363.56,None,91,52,141,2.5
237,Shampoo,Fruits,432.8,Medium,111,174,69,1.1
238,Juice,Snacks,242.95,Medium,41,350,113,3.1
239,Juice,Dairy,497.28,High,71,249,7,1.5
240,Milk,Bakery,490.19,Low,124,232,36,3.7
241,Milk,Bakery,442.26,None,39,191,85,3.0
242,Milk,Snacks,291.69,None,150,172,71,4.0
243,Chips,Fruits,205.02,Medium,177,207,124,2.2
244,Tomato,Personal Care,188.55,None,40,10,9,4.3
245,Bread,Fruits,15.94,High,46,136,66,3.6
246,Tomato,Vegetables,132.1,None,111,249,140,5.0
247,Apple,Dairy,362.22,High,137,95,38,1.7
248,Tomato,Fruits,305.78,Medium,95,315,63,1.2
249,Chips,Beverages,459.05,High,68,130,29,4.4
250,Apple,Dairy,34.51,None,37,246,131,2.4
251,Tomato,Bakery,86.09,Low,131,253,44,2.7
252,Chips,Dairy,396.73,None,70,11,133,4.7
253,Bread,Beverages,185.67,None,156,92,15,2.8
254,Tomato,Snacks,67.99,Low,25,90,21,2.2
255,Chips,Beverages,498.26,Medium,78,359,20,1.2
256,Milk,Beverages,395.75,None,53,149,192,2.8
257,Juice,Snacks,210.28,High,122,335,157,3.6
258,Milk,Snacks,413.44,None,147,202,23,2.1
259,Juice,Snacks,343.5,Low,28,168,63,3.9
260,Banana,Snacks,397.09,None,93,149,140,2.9
261,Banana,Snacks,409.45,Medium,102,346,25,4.4
262,Banana,Beverages,51.52,None,150,5,97,1.6
263,Bread,Vegetables,315.26,High,153,124,19,4.0
264,Milk,Vegetables,13.32,Low,172,71,60,4.7
265,Juice,Fruits,31.29,High,109,359,123,4.0
266,Chips,Vegetables,452.95,None,48,53,133,2.6
267,Apple,Bakery,268.51,Low,76,311,170,1.9
268,Chips,Vegetables,370.59,Medium,82,331,176,1.4
269,Apple,Beverages,420.87,Medium,59,291,8,3.6
270,Soda,Snacks,475.3,Low,62,28,127,1.6
271,Chips,Snacks,435.98,High,55,215,100,4.4
272,Tomato,Personal Care,246.82,None,61,297,164,4.8
273,Tomato,Personal Care,174.63,Medium,133,67,15,1.5
274,Shampoo,Personal Care,85.7,Low,166,60,3,2.5
275,Milk,Beverages,206.16,None,14,22,31,4.7
276,Apple,Bakery,189.58,Low,83,81,83,2.9
277,Apple,Vegetables,284.19,High,104,264,92,3.1
278,Milk,Beverages,336.1,High,84,125,127,4.0
279,Bread,Fruits,489.38,Low,177,188,16,1.8
280,Shampoo,Snacks,366.91,High,125,52,40,4.9
281,Bread,Personal Care,325.44,Low,139,151,44,4.1
282,Bread,Dairy,174.2,Medium,77,286,15,1.6
283,Bread,Fruits,26.91,None,89,298,19,1.4
284,Milk,Personal Care,151.18,Low,114,84,41,4.7
285,Bread,Bakery,386.54,None,78,240,9,3.7
286,Tomato,Fruits,110.58,None,172,233,51,1.2
287,Banana,Beverages,358.97,Low,151,288,187,1.6
288,Soda,Vegetables,294.09,Medium,152,65,175,1.2
289,Apple,Snacks,94.21,Low,143,224,150,4.9
290,Apple,Bakery,138.2,High,25,349,32,3.0
291,Soda,Bakery,253.19,Medium,96,93,126,2.8
292,Milk,Dairy,215.0,None,133,268,152,4.8
293,Chips,Fruits,391.5,Low,149,232,49,3.0
294,Milk,Dairy,369.86,Medium,50,107,100,3.1
295,Apple,Vegetables,291.54,High,128,92,99,4.9
296,Apple,Personal Care,412.91,High,28,27,87,1.4
297,Soda,Vegetables,285.71,Medium,85,297,197,4.9
298,Bread,Personal Care,482.55,Low,118,271,78,1.7
299,Milk,Dairy,116.44,Medium,128,21,182,2.9
300,Juice,Snacks,359.92,None,122,289,97,2.4
301,Soda,Vegetables,191.27,None,11,317,67,4.8
302,Tomato,Dairy,146.69,Medium,29,166,77,2.9
303,Apple,Fruits,98.39,High,128,82,131,1.1
304,Soda,Dairy,280.73,High,104,126,27,1.9
305,Milk,Dairy,115.58,Low,146,116,28,2.7
306,Apple,Beverages,108.17,Medium,30,243,81,3.7
307,Chips,Vegetables,495.36,High,17,214,121,3.2
308,Soda,Snacks,402.86,Medium,176,353,175,4.4
309,Shampoo,Snacks,376.66,Low,174,6,104,4.3
310,Apple,Beverages,399.09,Medium,38,207,71,3.4
311,Milk,Personal Care,484.77,Low,44,291,109,3.3
312,Banana,Bakery,290.91,Medium,47,121,112,2.1
313,Juice,Personal Care,117.92,Medium,99,304,140,4.8
314,Butter,Snacks,432.48,Medium,172,350,42,1.3
315,Bread,Dairy,373.94,None,77,118,8,2.6
316,Butter,Beverages,213.01,Low,140,78,39,3.6
317,Milk,Fruits,242.05,Low,118,245,45,4.8
318,Tomato,Vegetables,211.51,None,120,306,57,3.0
319,Tomato,Vegetables,465.67,High,21,58,183,4.6
320,Banana,Vegetables,178.33,None,41,163,139,1.4
321,Bread,Dairy,482.11,Low,72,113,100,3.1
322,Shampoo,Fruits,456.03,High,163,284,24,2.3
323,Banana,Beverages,318.96,None,52,157,88,4.2
324,Butter,Beverages,294.11,Medium,116,167,143,2.8
325,Banana,Vegetables,191.34,Low,47,61,178,2.9
326,Butter,Fruits,18.99,None,38,332,123,1.3
327,Apple,Fruits,72.54,High,64,329,98,2.8
328,Tomato,Fruits,379.57,None,61,218,199,1.3
329,Apple,Snacks,241.05,Low,124,32,180,2.2
330,Juice,Snacks,83.42,None,28,208,179,1.5
331,Bread,Vegetables,139.34,None,44,37,194,2.3
332,Shampoo,Fruits,474.44,High,57,313,123,1.9
333,Butter,Bakery,189.9,Medium,119,126,23,2.1
334,Shampoo,Fruits,454.76,None,40,20,106,1.6
335,Butter,Beverages,159.27,Medium,12,158,13,2.8
336,Milk,Beverages,276.18,Medium,172,347,21,3.0
337,Banana,Vegetables,20.03,High,97,222,127,4.3
338,Juice,Bakery,265.72,Low,61,109,30,3.2
339,Tomato,Fruits,322.1,High,80,81,84,1.9
340,Butter,Personal Care,124.81,Low,60,91,57,3.9
341,Shampoo,Bakery,293.68,Medium,65,35,68,2.2
342,Juice,Vegetables,327.11,High,108,104,146,4.0
343,Chips,Beverages,346.57,None,30,159,105,2.5
344,Chips,Personal Care,390.44,None,138,296,180,3.1
345,Apple,Beverages,162.56,Low,117,319,84,3.0
346,Tomato,Snacks,288.21,None,62,110,1,4.8
347,Milk,Vegetables,490.97,None,15,234,180,1.6
348,Shampoo,Vegetables,450.09,Medium,91,7,194,4.8
349,Banana,Fruits,476.81,Low,88,226,46,3.2
350,Banana,Fruits,199.21,Low,56,125,114,5.0
351,Shampoo,Snacks,395.59,Low,105,164,52,3.3
352,Bread,Personal Care,313.75,None,115,275,184,3.6
353,Milk,Dairy,50.54,Low,91,335,24,4.0
354,Juice,Bakery,413.75,Medium,40,198,34,4.3
355,Butter,Dairy,341.78,None,166,222,156,2.9
356,Bread,Dairy,107.47,High,152,195,86,3.7
357,Butter,Vegetables,49.07,Low,67,256,109,3.5
358,Butter,Bakery,420.14,High,32,230,144,2.6
359,Bread,Vegetables,48.66,None,175,5,79,4.3
360,Apple,Bakery,54.76,Medium,50,137,176,1.8
361,Chips,Beverages,219.43,Medium,24,94,183,1.7
362,Butter,Vegetables,76.05,Medium,96,10,130,3.9
363,Bread,Vegetables,457.7,Medium,12,248,21,3.5
364,Bread,Vegetables,240.44,High,10,137,141,2.3
365,Soda,Personal Care,288.88,Medium,84,120,130,3.5
366,Apple,Snacks,464.77,Medium,148,77,37,4.1
367,Tomato,Vegetables,269.83,High,85,160,86,1.9
368,Soda,Fruits,183.26,Medium,13,215,20,3.3
369,Soda,Fruits,400.61,Low,34,73,178,4.3
370,Shampoo,Bakery,227.0,None,103,304,23,2.6
371,Chips,Beverages,166.05,High,177,148,95,3.3
372,Bread,Snacks,364.38,Low,105,203,44,1.3
373,Chips,Personal Care,402.79,Medium,117,210,196,4.3
374,Milk,Bakery,397.94,None,108,205,171,4.2
375,Shampoo,Fruits,489.06,Low,104,243,46,2.8
376,Tomato,Snacks,395.47,Medium,109,72,184,1.5
377,Chips,Snacks,387.27,Low,100,175,146,3.6
378,Banana,Beverages,430.17,Low,53,301,161,3.3
379,Butter,Snacks,10.09,None,137,74,130,4.7
380,Milk,Vegetables,187.59,Low,32,291,38,2.1
381,Apple,Snacks,371.43,Medium,32,21,91,1.1
382,Tomato,Beverages,303.86,None,64,141,74,2.0
383,Milk,Bakery,97.01,Medium,170,223,187,2.7
384,Butter,Beverages,158.83,Low,86,315,137,1.6
385,Shampoo,Personal Care,175.03,High,72,10,167,4.9
386,Butter,Beverages,288.24,None,112,202,1,1.9
387,Soda,Fruits,417.48,None,69,136,44,3.7
388,Butter,Vegetables,466.92,Low,89,348,154,2.8
389,Soda,Fruits,377.55,Low,104,188,52,3.2
390,Shampoo,Bakery,423.05,None,78,22,136,4.7
391,Juice,Dairy,240.35,Medium,123,217,102,3.1
392,Soda,Bakery,200.99,Low,113,52,128,2.2
393,Apple,Vegetables,202.43,Low,117,33,160,1.9
394,Butter,Snacks,311.86,Low,98,157,37,4.6
395,Butter,Beverages,70.88,High,30,336,56,4.9
396,Apple,Dairy,293.95,None,140,242,160,2.0
397,Banana,Vegetables,335.92,None,19,323,175,3.9
398,Bread,Fruits,225.07,None,96,269,2,3.0
399,Juice,Beverages,477.05,Medium,179,203,31,3.8
400,Tomato,Bakery,308.02,Medium,100,18,148,4.9
401,Soda,Fruits,117.8,Low,146,280,67,2.1
402,Apple,Vegetables,244.82,None,132,14,144,4.0
403,Shampoo,Vegetables,340.95,None,13,143,169,2.8
404,Soda,Bakery,168.58,Medium,99,171,67,3.6
405,Bread,Dairy,49.02,None,105,151,83,2.6
406,Shampoo,Bakery,295.88,High,38,249,11,3.8
407,Milk,Snacks,474.46,None,95,74,44,2.4
408,Butter,Fruits,247.69,None,56,332,163,3.0
409,Milk,Dairy,453.99,None,86,325,79,3.8
410,Soda,Beverages,419.16,Medium,96,108,178,1.2
411,Bread,Personal Care,82.23,Medium,40,233,134,2.3
412,Juice,Snacks,357.0,High,60,320,160,3.2
413,Soda,Dairy,223.38,Low,178,142,47,1.3
414,Apple,Personal Care,132.62,None,45,323,193,3.8
415,Chips,Personal Care,346.6,Low,177,40,32,4.3
416,Soda,Fruits,373.9,Low,104,122,83,1.7
417,Butter,Vegetables,98.15,Low,24,259,100,3.9
418,Butter,Beverages,458.08,Low,87,317,154,3.6
419,Soda,Bakery,378.06,None,167,339,46,2.6
420,Shampoo,Fruits,467.35,None,167,24,84,1.7
421,Chips,Snacks,165.37,Medium,164,302,193,4.8
422,Apple,Personal Care,470.27,Low,49,25,42,2.9
423,Soda,Snacks,190.57,Medium,54,260,79,1.7
424,Shampoo,Personal Care,36.45,Low,99,252,146,3.9
425,Butter,Vegetables,383.86,Medium,65,170,195,3.4
426,Butter,Vegetables,354.72,Low,63,353,137,4.3
427,Bread,Beverages,302.98,None,94,259,21,5.0
428,Soda,Bakery,250.05,High,18,82,193,1.2
429,Chips,Beverages,25.76,Low,127,284,129,4.0
430,Banana,Vegetables,316.05,Medium,74,286,107,5.0
431,Chips,Vegetables,214.25,Medium,117,38,97,3.2
432,Butter,Snacks,284.5,Low,138,103,17,3.9
433,Butter,Vegetables,220.37,Medium,150,147,127,2.8
434,Milk,Dairy,483.37,High,47,59,18,2.4
435,Butter,Personal Care,306.01,Low,114,7,157,3.8
436,Apple,Fruits,377.13,Medium,49,336,133,5.0
437,Tomato,Vegetables,468.81,Medium,152,223,26,1.4
438,Soda,Beverages,299.88,None,139,215,14,2.7
439,Chips,Bakery,15.91,Low,163,309,158,4.8
440,Tomato,Personal Care,26.8,None,84,153,171,1.5
441,Shampoo,Personal Care,354.15,Medium,42,236,137,3.6
442,Banana,Bakery,146.75,Medium,94,92,148,2.7
443,Apple,Bakery,293.9,Medium,68,215,174,2.5
444,Chips,Personal Care,109.12,None,104,227,182,1.8
445,Tomato,Dairy,142.42,Low,35,300,122,1.7
446,Banana,Beverages,257.27,Medium,112,152,94,3.1
447,Milk,Dairy,488.03,Low,30,211,163,2.5
448,Apple,Vegetables,311.97,Medium,89,364,126,3.0
449,Apple,Fruits,468.71,Medium,80,231,73,1.8
450,Milk,Bakery,480.1,None,75,364,57,2.4
451,Soda,Beverages,111.97,None,46,188,146,5.0
452,Milk,Bakery,162.48,Low,23,45,191,2.5
453,Apple,Dairy,387.3,Medium,117,186,109,2.7
454,Apple,Snacks,434.71,High,144,48,137,1.1
455,Tomato,Vegetables,264.42,Medium,175,214,48,2.5
456,Butter,Fruits,496.68,Low,159,341,181,4.1
457,Banana,Vegetables,15.67,None,90,254,60,3.1
458,Milk,Snacks,156.8,Medium,89,88,186,3.6
459,Banana,Fruits,315.35,None,112,143,129,3.2
460,Milk,Snacks,239.95,Medium,44,235,74,1.4
461,Shampoo,Vegetables,67.14,None,111,16,7,2.3
462,Apple,Dairy,190.22,None,140,277,146,3.8
463,Butter,Personal Care,22.47,None,127,94,195,3.2
464,Tomato,Vegetables,324.95,None,104,29,141,3.7
465,Butter,Vegetables,447.44,Medium,64,30,21,2.4
466,Butter,Vegetables,443.59,None,18,157,16,1.8
467,Butter,Beverages,352.78,High,78,64,106,4.3
468,Banana,Snacks,238.23,Low,37,64,62,2.5
469,Milk,Snacks,260.9,Low,152,287,121,3.6
470,Juice,Bakery,77.09,Low,122,175,25,2.5
471,Shampoo,Snacks,177.1,Low,40,80,163,4.7
472,Chips,Bakery,101.99,None,68,280,116,5.0
473,Butter,Beverages,412.39,High,91,212,44,3.6
474,Soda,Dairy,458.23,Low,63,159,29,3.4
475,Banana,Bakery,273.09,None,51,184,115,4.4
476,Tomato,Vegetables,366.6,Low,32,86,148,3.1
477,Chips,Dairy,69.52,Low,118,14,147,4.5
478,Juice,Personal Care,308.18,None,95,247,169,2.7
479,Soda,Beverages,354.37,High,74,182,89,1.1
480,Juice,Snacks,231.86,None,98,290,118,4.7
481,Chips,Bakery,129.2,Low,63,261,183,3.9
482,Butter,Vegetables,439.91,High,127,314,139,3.0
483,Soda,Fruits,374.03,None,114,8,7,4.8
484,Juice,Personal Care,450.93,None,20,219,92,4.5
485,Tomato,Fruits,411.02,None,72,34,116,1.4
486,Milk,Dairy,495.28,None,31,350,190,3.5
487,Apple,Snacks,104.16,None,126,69,55,3.2
488,Milk,Fruits,52.51,Medium,173,128,134,4.1
